Pos,Baliza1,Baliza2,Baliza3,Baliza4,Baliza5,Baliza6,Baliza7,Baliza8,Baliza9,Baliza10,Baliza11,Baliza12,Baliza13
S05,NA,NA,NA,-62,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05,NA,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05,NA,NA,NA,-56,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05,NA,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05,NA,NA,NA,-60,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05,NA,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05,NA,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA
S06,NA,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA
S06,NA,NA,NA,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA
S06,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA
S06,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA
S06,NA,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA
S06,NA,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA
S06,NA,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA
S06,NA,NA,NA,NA,NA,NA,-71,NA,NA,NA,NA,NA,NA
S07,NA,NA,NA,NA,NA,NA,-64,NA,NA,NA,NA,NA,NA
S07,NA,NA,NA,NA,NA,-75,-62,NA,NA,NA,NA,NA,NA
S07,NA,NA,NA,NA,NA,NA,-64,NA,NA,NA,NA,NA,NA
S07,NA,NA,NA,NA,NA,NA,-67,NA,NA,NA,NA,NA,NA
S07,NA,NA,NA,-77,NA,-79,-63,NA,NA,NA,NA,NA,NA
S07,NA,NA,NA,NA,NA,NA,-58,NA,NA,NA,NA,NA,NA
S07,NA,NA,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA,NA
S07,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA
S07,NA,NA,NA,-77,NA,NA,-71,NA,NA,NA,NA,NA,NA
S07,NA,NA,NA,-78,NA,NA,-66,NA,NA,NA,NA,NA,NA
S08,NA,NA,NA,NA,NA,NA,-64,NA,NA,NA,NA,NA,NA
S08,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08,NA,NA,NA,-81,NA,NA,-64,NA,NA,NA,NA,NA,NA
S08,NA,NA,NA,-81,NA,NA,-72,NA,NA,NA,NA,NA,NA
L09,NA,NA,NA,NA,-80,NA,NA,-78,NA,NA,NA,NA,NA
L09,-78,NA,NA,NA,NA,NA,NA,-74,NA,NA,NA,NA,NA
L08,NA,NA,NA,NA,NA,-75,NA,-80,NA,NA,NA,NA,NA
L08,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA
L08,NA,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA
L06,NA,-77,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA
L06,NA,-78,NA,-77,-72,-74,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,-80,-77,-78,-78,NA,NA,NA,NA,NA,NA,NA
L05,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA
L05,NA,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA
L05,NA,-81,-78,NA,-77,-80,NA,NA,NA,NA,NA,NA,NA
L05,NA,-78,-78,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA
L04,NA,NA,-78,-81,NA,-84,NA,NA,NA,NA,NA,NA,NA
L04,NA,-79,-78,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA
L04,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L04,NA,NA,-78,NA,NA,-87,NA,NA,NA,NA,NA,NA,NA
L03,NA,NA,NA,-80,-74,-82,NA,NA,NA,NA,NA,NA,NA
L02,NA,NA,NA,NA,NA,-83,NA,NA,NA,NA,NA,NA,NA
L02,NA,-77,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA
L02,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
L02,NA,-82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K08,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA
K08,NA,NA,NA,NA,-78,-77,NA,NA,NA,NA,NA,NA,NA
K08,NA,NA,NA,NA,-76,-82,NA,NA,NA,NA,NA,NA,NA
K08,NA,NA,NA,NA,-77,-79,NA,NA,NA,NA,NA,NA,NA
K08,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
K08,NA,NA,NA,NA,-80,NA,NA,-80,NA,NA,NA,NA,NA
K08,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA
K07,NA,NA,NA,NA,-76,-77,NA,NA,NA,NA,NA,NA,NA
K07,NA,NA,NA,NA,-75,-76,NA,-80,NA,NA,NA,NA,NA
K07,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA
K07,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA
K07,NA,NA,NA,NA,-72,-78,NA,NA,NA,NA,NA,NA,NA
K07,NA,NA,NA,NA,-73,-78,NA,NA,NA,NA,NA,NA,NA
K06,NA,NA,NA,NA,-73,-77,NA,NA,NA,NA,NA,NA,NA
K06,NA,-79,NA,NA,-74,-76,NA,NA,NA,NA,NA,NA,NA
K06,NA,-82,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA
K06,NA,NA,NA,NA,-75,-79,NA,NA,NA,NA,NA,NA,NA
K06,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K06,NA,-78,NA,NA,-78,-78,NA,NA,NA,NA,NA,NA,NA
K05,NA,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA
K05,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K05,NA,-81,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K05,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K05,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-75,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-74,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-79,-72,-80,NA,-79,NA,NA,NA,NA,NA,NA,NA
K04,NA,-73,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-75,-79,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA
K04,NA,-76,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K03,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K03,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K03,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K03,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K02,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K02,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K01,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA
K01,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
J01,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J01,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-77,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-79,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-76,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-73,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J05,NA,-63,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA
J05,NA,-63,NA,NA,-83,NA,NA,NA,NA,NA,NA,NA,NA
J05,NA,-60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J05,NA,-63,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-81,NA,NA,-76,NA,NA,-80,NA,NA,NA,NA,NA
J06,NA,-73,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,-74,NA,NA,-68,NA,NA,-81,NA,NA,NA,NA,NA
J07,NA,-75,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,-83,NA,-68,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA
J08,NA,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J08,NA,NA,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA
D13,NA,NA,NA,NA,NA,NA,NA,NA,-82,NA,NA,NA,NA
D13,NA,NA,NA,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA
D13,NA,NA,NA,NA,NA,NA,NA,NA,-74,NA,NA,NA,NA
D14,NA,NA,NA,NA,NA,NA,NA,NA,-71,NA,NA,NA,NA
D14,NA,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA
D15,NA,NA,NA,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA
D15,NA,NA,NA,NA,NA,NA,NA,NA,-73,NA,NA,NA,NA
D15,NA,NA,NA,NA,NA,NA,NA,NA,-61,NA,NA,NA,NA
I10,NA,NA,NA,NA,NA,-78,NA,-72,NA,-81,NA,NA,NA
I10,NA,NA,NA,NA,NA,NA,NA,-72,NA,NA,NA,NA,NA
I10,NA,NA,NA,NA,NA,NA,NA,-69,NA,NA,NA,NA,NA
I09,NA,-86,NA,NA,NA,NA,NA,-70,NA,NA,NA,NA,NA
I09,NA,NA,NA,NA,-76,NA,NA,-64,NA,NA,NA,NA,NA
I09,NA,NA,NA,NA,-74,-79,NA,-70,NA,NA,NA,NA,NA
I09,-77,NA,NA,NA,-73,NA,NA,-66,NA,NA,NA,NA,NA
I08,-78,NA,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA
I08,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
I08,NA,NA,NA,-88,-79,NA,NA,-72,NA,NA,NA,NA,NA
I08,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA
I08,-80,NA,NA,NA,-76,NA,NA,-73,NA,NA,NA,NA,NA
I08,-80,NA,NA,NA,-73,-84,NA,-76,NA,NA,NA,NA,NA
I07,-80,NA,NA,NA,-78,NA,NA,-76,NA,NA,NA,NA,NA
I07,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA
I07,-77,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I07,NA,-75,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA
I07,NA,-81,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA
I07,NA,-77,NA,NA,-81,NA,NA,-77,NA,NA,NA,NA,NA
I06,NA,-82,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-82,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-77,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-76,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA
I05,NA,-74,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA
I05,NA,-76,-85,NA,-75,NA,NA,-82,NA,NA,NA,NA,NA
I05,NA,-80,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA
I05,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I04,NA,-74,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA
I04,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I03,NA,-73,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA
I03,NA,-73,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA
I03,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I03,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA
I03,NA,-70,NA,-86,NA,-87,NA,NA,NA,NA,NA,NA,NA
I03,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,-63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,-78,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA
I02,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,-68,-87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I02,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J08,NA,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA
J08,NA,NA,NA,NA,-72,NA,NA,-79,NA,NA,NA,NA,NA
J08,NA,-84,NA,NA,-74,NA,NA,-74,NA,NA,NA,NA,NA
J07,NA,-81,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-74,-80,NA,NA,NA,NA,NA,NA,NA
J06,NA,-75,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-72,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-73,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-73,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-78,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I08,NA,-77,NA,NA,-81,NA,NA,-81,NA,NA,NA,NA,NA
I08,NA,-77,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA
I08,NA,-75,NA,NA,-78,NA,NA,-80,NA,NA,NA,NA,NA
I08,NA,-79,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA
I08,-79,NA,NA,NA,-80,NA,NA,-78,NA,NA,NA,NA,NA
I08,-77,NA,NA,NA,-78,NA,NA,-76,NA,NA,NA,NA,NA
I08,NA,NA,NA,NA,NA,NA,NA,-74,NA,NA,NA,NA,NA
I08,-72,NA,NA,NA,NA,NA,NA,-72,NA,NA,NA,NA,NA
I07,NA,-81,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA
I07,NA,NA,NA,NA,-72,NA,-85,NA,NA,NA,NA,NA,NA
I07,NA,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA
I07,NA,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA
W15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75
W15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67
W15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71
W15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75
W15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62
W15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61
T15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81,-81
T15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76
R15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67,NA
R15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67,-79
R15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-60,NA
R15,NA,NA,NA,NA,NA,NA,NA,-78,NA,NA,NA,-65,NA
R15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62,NA
R15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-60,NA
P15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73,NA
P15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76,NA
P15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81,NA
P15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77,NA
N15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76,NA,NA
N15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,-80,NA
N15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61,NA,NA
N15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA
L15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81,-81,NA
L15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70,-82,NA
L15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,NA,-81,-81
L15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72,-79,NA
L15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68,NA,NA
J15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62,-75,NA,NA
J15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67,-85,NA,NA
G15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79,NA,NA,NA
G15,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,NA,NA,NA
E15,NA,NA,NA,NA,NA,NA,NA,NA,-72,NA,NA,NA,NA
E15,NA,NA,NA,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA
D15,NA,NA,NA,NA,NA,NA,NA,NA,-59,NA,NA,NA,NA
D15,NA,NA,NA,NA,NA,NA,NA,NA,-59,NA,NA,NA,NA
D15,NA,NA,NA,NA,NA,NA,NA,NA,-56,NA,NA,NA,NA
D15,NA,NA,NA,NA,NA,NA,NA,NA,-57,NA,NA,NA,NA
J10,NA,NA,NA,NA,-77,NA,NA,-63,NA,NA,NA,NA,NA
J10,NA,NA,NA,NA,NA,NA,NA,-62,NA,NA,NA,NA,NA
J10,NA,NA,NA,NA,NA,NA,NA,-56,NA,NA,NA,NA,NA
J10,NA,-80,NA,NA,NA,NA,NA,-62,NA,-79,NA,NA,NA
I10,NA,NA,NA,NA,NA,NA,NA,-60,NA,NA,NA,NA,NA
I10,NA,NA,NA,NA,-78,NA,NA,-69,NA,NA,NA,NA,NA
I10,NA,NA,NA,NA,NA,NA,NA,-71,NA,-80,NA,NA,NA
I10,NA,NA,NA,NA,NA,NA,NA,-67,NA,-81,NA,NA,NA
I07,NA,NA,NA,NA,-74,NA,NA,-78,NA,NA,NA,NA,NA
I07,NA,-80,NA,NA,-68,NA,NA,-76,NA,NA,NA,NA,NA
I07,NA,-83,NA,NA,-68,NA,NA,-82,NA,NA,NA,NA,NA
I07,NA,NA,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-61,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-61,NA,NA,NA,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-60,NA,NA,-77,NA,NA,NA,NA,NA
J07,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J02,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-60,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I04,NA,-74,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
I04,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F08,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F08,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-68,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-70,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA
I06,NA,-71,NA,NA,-81,NA,NA,-78,NA,NA,NA,NA,NA
I06,NA,-71,NA,NA,-73,NA,NA,-81,NA,NA,NA,NA,NA
I06,NA,-75,NA,NA,-80,NA,NA,-79,NA,NA,NA,NA,NA
I06,NA,-75,NA,NA,-80,NA,NA,-77,NA,NA,NA,NA,NA
J06,NA,-73,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA
J06,NA,-78,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA
J06,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-80,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-74,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-72,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA
J06,NA,-79,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA
K06,NA,-77,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA
K06,NA,-79,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA
K06,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K06,NA,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA
K06,NA,NA,NA,NA,-79,-78,NA,NA,NA,NA,NA,NA,NA
K06,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,-78,-76,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,-79,-80,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA
L06,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA
M06,NA,NA,NA,NA,-81,-83,NA,NA,NA,NA,NA,NA,NA
M06,NA,NA,NA,NA,NA,-86,NA,NA,NA,NA,NA,NA,NA
M06,NA,NA,NA,NA,-83,NA,NA,NA,NA,NA,NA,NA,NA
M06,NA,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA
M06,NA,NA,NA,NA,-81,-72,NA,NA,NA,NA,NA,NA,NA
M06,NA,NA,NA,NA,-78,-72,NA,NA,NA,NA,NA,NA,NA
M06,NA,-81,NA,NA,-80,-71,NA,NA,NA,NA,NA,NA,NA
M06,NA,NA,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA
M06,NA,NA,NA,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA
M06,NA,NA,NA,NA,-80,-77,NA,NA,NA,NA,NA,NA,NA
N06,NA,NA,NA,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA
N06,NA,NA,NA,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA
N06,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA
N06,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA
N06,NA,NA,NA,NA,NA,-63,NA,NA,NA,NA,NA,NA,NA
N06,NA,NA,NA,NA,NA,-68,NA,NA,NA,NA,NA,NA,NA
N06,NA,NA,NA,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA
N06,NA,NA,NA,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA
O06,NA,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA
O06,NA,NA,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA
O06,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
O06,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
O06,NA,NA,NA,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA
O06,NA,NA,NA,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA
O06,NA,NA,NA,-81,NA,-77,NA,NA,NA,NA,NA,NA,NA
O06,NA,NA,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA
P06,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
P06,NA,NA,NA,-81,NA,-77,NA,NA,NA,NA,NA,NA,NA
P06,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA
P06,NA,NA,NA,-80,NA,-80,NA,NA,NA,NA,NA,NA,NA
Q06,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
Q06,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA
R06,NA,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA
R06,NA,NA,NA,-78,NA,NA,-79,NA,NA,NA,NA,NA,NA
R06,NA,NA,NA,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA
S06,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA
